,ID,Units,Course,Prereqs,Semester
2260,STS.482,12,STS,Permission of instructor,['Spring']
2261,STS.800,0,STS,,"['Fall', 'Spring']"
2262,STS.850,0,STS,,"['Fall', 'IAP', 'Summer', 'Spring']"
2263,STS.901,0,STS,Permission of instructor,"['Fall', 'IAP', 'Spring']"
2264,STS.902,0,STS,Permission of instructor,"['Fall', 'Spring']"
2265,STS.903,0,STS,Permission of instructor,"['Fall', 'Spring']"
2266,STS.904,0,STS,Permission of instructor,"['Fall', 'Spring']"
2267,STS.THG,0,STS,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
2268,STS.THT,0,STS,,"['Fall', 'Spring']"
2269,STS.THU,0,STS,STS.THT,"['Fall', 'IAP', 'Summer', 'Spring']"
2270,STS.UR,0,STS,,"['Fall', 'IAP', 'Summer', 'Spring']"
2271,STS.URG,0,STS,,"['Fall', 'IAP', 'Summer', 'Spring']"
2272,WGS.101,12,WGS,,"['Fall', 'Spring']"
2273,WGS.110,12,WGS,,['Spring']
2274,WGS.151,12,WGS,,['Spring']
2275,WGS.181,12,WGS,,['Spring']
2276,WGS.190,12,WGS,,['Spring']
2277,WGS.220,12,WGS,,['Spring']
2278,WGS.224,12,WGS,,['Spring']
2279,WGS.226,12,WGS,,['Spring']
2280,WGS.229,12,WGS,,['Spring']
2281,WGS.245,12,WGS,,['Spring']
2282,WGS.275,12,WGS,,['Spring']
2283,WGS.301,12,WGS,,['Spring']
2284,WGS.400,0,WGS,Permission of instructor,"['Fall', 'Spring']"
2285,WGS.600,12,WGS,Must apply to the Graduate Consortium in Women's Studies,"['Fall', 'Spring']"
2286,WGS.615,12,WGS,Must apply to the Graduate Consortium in Women's Studies,['Spring']
2287,WGS.640,12,WGS,Must apply to the Graduate Consortium in Women's Studies,['Spring']
2288,WGS.645,12,WGS,Application to the Graduate Consortium in Women's Studies,['Spring']
2289,WGS.S10,12,WGS,,"['Fall', 'Spring']"
2290,WGS.UR,0,WGS,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
2291,WGS.URG,0,WGS,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
