,ID,Units,Course,Prereqs,Semester
1828,7.933,0,7,Permission of instructor,"['Fall', 'Spring']"
1829,7.934,0,7,Permission of instructor,"['Fall', 'Spring']"
1830,7.936,2,7,,"['Fall', 'Spring']"
1831,7.942,0,7,Permission of instructor,['Spring']
1832,7.95,12,7,7.85 and permission of instructor,['Spring']
1833,7.98,9,7,Permission of instructor,['Spring']
1834,7.MTHG,0,7,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
1835,7.S391,0,7,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
1836,7.S930,0,7,Permission of instructor,"['Fall', 'Summer', 'Spring']"
1837,7.S931,0,7,Permission of instructor,"['Fall', 'Summer', 'Spring']"
1838,7.THG,0,7,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
1839,7.THU,0,7,,"['Fall', 'IAP', 'Summer', 'Spring']"
1840,7.UR,0,7,Permission of department,"['Fall', 'IAP', 'Summer', 'Spring']"
1841,7.URG,0,7,Permission of department,"['Fall', 'IAP', 'Summer', 'Spring']"
1842,8.011,12,8,,['Spring']
1843,8.02,12,8,GIR:CAL1 and GIR:PHY1,"['Fall', 'Spring']"
1844,8.022,12,8,GIR:PHY1; [GIR:CAL2],"['Fall', 'Spring']"
1845,8.03,12,8,GIR:CAL2 and GIR:PHY2,"['Fall', 'Spring']"
1846,8.04,12,8,8.03 and (18.03 or 18.032),['Spring']
1847,8.044,12,8,8.03 and 18.03,['Spring']
1848,8.051,12,8,8.04 and permission of instructor,['Spring']
1849,8.06,12,8,8.05,['Spring']
1850,8.08,12,8,8.044 and 8.05,['Spring']
1851,8.13,18,8,8.04,"['Fall', 'Spring']"
1852,8.14,18,8,8.05 and 8.13,"['Fall', 'Spring']"
1853,8.18,0,8,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
1854,8.19,0,8,,"['Fall', 'IAP', 'Summer', 'Spring']"
1855,8.21,12,8,"GIR:CAL2, GIR:CHEM, and GIR:PHY2",['Spring']
1856,8.241,12,8,GIR:PHY2 and (5.60 or 8.044),['Spring']
1857,8.245,3,8,,['Spring']
1858,8.251,12,8,"8.033, 8.044, and 8.05",['Spring']
1859,8.282,9,8,GIR:PHY1,['Spring']
1860,8.284,12,8,8.04; [8.05],['Spring']
1861,8.295,1,8,,"['Fall', 'IAP', 'Summer', 'Spring']"
1862,8.298,0,8,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
1863,8.299,0,8,,"['Fall', 'Spring']"
1864,8.311,12,8,8.07,['Spring']
1865,8.323,12,8,8.321,['Spring']
1866,8.325,12,8,8.324,['Spring']
1867,8.334,12,8,8.333,['Spring']
1868,8.371,12,8,18.435,['Spring']
1869,8.392,0,8,Permission of instructor,"['Summer', 'Spring']"
1870,8.398,0,8,Permission of instructor,['Spring']
1871,8.399,0,8,Permission of instructor,"['Fall', 'Spring']"
1872,8.422,12,8,8.05,['Spring']
1873,8.431,12,8,6.013 or 8.07,['Spring']
1874,8.512,12,8,8.511,['Spring']
1875,8.514,12,8,8.322 and 8.333,['Spring']
1876,8.582,12,8,Permission of instructor,['Spring']
1877,8.711,12,8,8.321 and 8.701,['Spring']
1878,8.751,12,8,22.11,['Spring']
1879,8.872,12,8,8.323,"['Fall', 'Spring']"
1880,8.901,12,8,Permission of instructor,['Spring']
1881,8.962,12,8,"8.07, 18.03, and 18.06",['Spring']
1882,8.995,0,8,,"['Fall', 'IAP', 'Summer', 'Spring']"
1883,8.EPE,1,8,2.EPW or permission of instructor,"['Fall', 'Spring']"
1884,8.S227,12,8,,['Spring']
1885,8.S396,0,8,,['Spring']
1886,8.S397,0,8,,['Spring']
1887,8.THG,0,8,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
1888,8.THU,0,8,,"['Fall', 'IAP', 'Summer', 'Spring']"
1889,8.UR,0,8,,"['Fall', 'IAP', 'Summer', 'Spring']"
1890,9.00,12,9,,['Spring']
1891,9.012,18,9,Permission of instructor,['Spring']
1892,9.013,12,9,Permission of instructor,['Spring']
1893,9.017,12,9,18.06 or (9.011 and 9.014),['Spring']
1894,9.073,12,9,Permission of instructor,['Spring']
1895,9.09,12,9,7.05 or 9.01,['Spring']
1896,9.110,12,9,"2.151, 6.241, 16.31, or permission of instructor",['Spring']
1897,9.12,12,9,GIR:BIOL and 9.01,['Spring']
1898,9.13,12,9,"9.00, 9.01, or permission of instructor",['Spring']
1899,9.18,12,9,"7.03, 7.05, 9.01, or permission of instructor",['Spring']
1900,9.181,12,9,9.011 or permission of instructor,['Spring']
1901,9.24,12,9,(7.29 and 9.01) or permission of instructor,['Spring']
1902,9.26,12,9,GIR:BIOL,['Spring']
1903,9.271,12,9,,['Spring']
1904,9.28,9,9,[9.18],['Spring']
1905,9.285,12,9,Permission of instructor,['Spring']
1906,9.301,9,9,Permission of instructor,['Spring']
1907,9.32,12,9,"7.29, 9.16, 9.18, or permission of instructor",['Spring']
1908,9.34,12,9,2.004 or permission of instructor,['Spring']
1909,9.35,12,9,9.01 or permission of instructor,['Spring']
1910,9.357,9,9,Permission of instructor,['Spring']
1911,9.40,12,9,"(GIR:PHY2, 6.0002, and 9.01) or permission of instructor",['Spring']
1912,9.50,12,9,9.00 and permission of instructor,"['Fall', 'Spring']"
1913,9.521,12,9,"(6.436, 18.06, and 18.6501) or permission of instructor",['Spring']
1914,9.53,12,9,9.40 or permission of instructor,['Spring']
1915,9.530,12,9,9.40 or permission of instructor,['Spring']
1916,9.55,9,9,,['Spring']
1917,9.550,9,9,"15.809, 15.814, or permission of instructor",['Spring']
1918,9.59,12,9,,['Spring']
1919,9.60,12,9,,['Spring']
1920,9.822,12,9,,['Spring']
1921,9.89,0,9,,"['Fall', 'IAP', 'Spring']"
1922,9.900,1,9,"[9.011, 9.012, 9.013, 9.014, or 9.015]; permission of instructor","['Fall', 'IAP', 'Spring']"
1923,9.91,0,9,"9.00, two additional subjects in Brain and Cognitive Sciences, and permission of instructor","['Fall', 'IAP', 'Spring']"
1924,9.919,0,9,,"['Fall', 'Spring']"
1925,9.921,0,9,Permission of instructor,"['Fall', 'Summer', 'Spring']"
1926,9.941,0,9,Permission of instructor,"['Fall', 'Summer', 'Spring']"
1927,9.S52,0,9,9.00 and any other two subjects in Brain and Cognitive Sciences,['Spring']
1928,9.S912,0,9,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
1929,9.S916,0,9,Permission of instructor,['Spring']
1930,9.S918,0,9,Permission of instructor,"['Fall', 'Spring']"
1931,9.S92,0,9,9.00,"['Fall', 'IAP', 'Spring']"
1932,9.S99,0,9,,['Spring']
1933,9.THG,0,9,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
1934,9.UR,0,9,,"['Fall', 'IAP', 'Summer', 'Spring']"
1935,9.URG,0,9,,"['Fall', 'IAP', 'Summer', 'Spring']"
1936,AS.102,2,AS,AS.101 or permission of instructor; [AS.112],['Spring']
1937,AS.112,4,AS,AS.111 or permission of instructor; [AS.102],['Spring']
1938,AS.202,2,AS,AS.201 or permission of instructor; [AS.212],['Spring']
1939,AS.212,4,AS,AS.211 or permission of instructor; [AS.202],['Spring']
1940,AS.302,6,AS,AS.301 or permission of instructor; [AS.312],['Spring']
1941,AS.312,6,AS,AS.311 or permission of instructor; [AS.302],['Spring']
1942,AS.402,6,AS,AS.401 or permission of instructor; [AS.412],['Spring']
1943,AS.412,6,AS,AS.411 or permission of instructor; [AS.402],['Spring']
1944,AS.812,6,AS,Permission of instructor,['Spring']
1945,CC.011,3,CC,,['Spring']
1946,CC.012,3,CC,,"['Fall', 'Spring']"
1947,CC.111,12,CC,,['Spring']
1948,CC.120,12,CC,,"['Fall', 'Spring']"
1949,CC.1803,12,CC,"[GIR:CAL2 and (CC.010, CC.011, or CC.A10)]",['Spring']
1950,CC.200,0,CC,Permission of instructor,"['Fall', 'IAP', 'Spring']"
1951,CC.210,0,CC,Permission of instructor,"['Fall', 'IAP', 'Spring']"
1952,CC.220,0,CC,,"['Fall', 'Spring']"
1953,CC.512,12,CC,"GIR:CHEM; [CC.010, CC.011, or CC.A10]",['Spring']
1954,CC.802,12,CC,"GIR:CAL1 and GIR:PHY1; [CC.010, CC.011, or CC.A10]",['Spring']
1955,CC.8022,12,CC,GIR:PHY1; [GIR:CAL2],['Spring']
1956,CC.S20,0,CC,,"['Fall', 'IAP', 'Spring']"
1957,CC.S21,0,CC,,"['Fall', 'IAP', 'Spring']"
1958,CC.UR,0,CC,Permission of instructor,"['Fall', 'Spring']"
1959,CDO.IND,0,CDO,,"['Fall', 'IAP', 'Summer', 'Spring']"
1960,CDO.THG,0,CDO,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
1961,CMS.100,12,CMS,,"['Fall', 'Spring']"
1962,CMS.150,12,CMS,,['Spring']
1963,CMS.301,12,CMS,,['Spring']
1964,CMS.334,12,CMS,,['Spring']
1965,CMS.339,12,CMS,Permission of instructor,['Spring']
1966,CMS.356,12,CMS,,['Spring']
1967,CMS.361,12,CMS,,['Spring']
1968,CMS.375,12,CMS,,['Spring']
1969,CMS.400,12,CMS,One subject in Comparative Media Studies or permission of instructor,['Spring']
1970,CMS.405,12,CMS,21L.011 or CMS.100,['Spring']
1971,CMS.587,12,CMS,,['Spring']
1972,CMS.590,12,CMS,,['Spring']
1973,CMS.593,12,CMS,CMS.592,['Spring']
1974,CMS.603,0,CMS,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
1975,CMS.604,0,CMS,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
1976,CMS.605,0,CMS,,"['Fall', 'IAP', 'Spring']"
1977,CMS.606,0,CMS,,"['Fall', 'IAP', 'Spring']"
1978,CMS.611,12,CMS,"6.01, CMS.301, or CMS.608",['Spring']
1979,CMS.614,12,CMS,,['Spring']
1980,CMS.615,12,CMS,,['Spring']
1981,CMS.621,12,CMS,,['Spring']
1982,CMS.636,12,CMS,,['Spring']
1983,CMS.701,12,CMS,CMS.100,"['Fall', 'Spring']"
1984,CMS.791,12,CMS,CMS.790,['Spring']
1985,CMS.815,12,CMS,,['Spring']
1986,CMS.821,12,CMS,,['Spring']
1987,CMS.839,12,CMS,Permission of instructor,['Spring']
1988,CMS.842,12,CMS,,['Spring']
1989,CMS.844,12,CMS,,['Spring']
1990,CMS.855,12,CMS,,['Spring']
1991,CMS.861,12,CMS,,['Spring']
1992,CMS.863,12,CMS,,['Spring']
1993,CMS.867,12,CMS,,['Spring']
1994,CMS.875,12,CMS,,['Spring']
1995,CMS.888,12,CMS,Permission of instructor,['Spring']
1996,CMS.901,12,CMS,,"['Fall', 'Spring']"
1997,CMS.990,3,CMS,,"['Fall', 'Spring']"
1998,CMS.992,0,CMS,CMS.950 or permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
1999,CMS.993,0,CMS,Permission of instructor,"['Fall', 'IAP', 'Spring']"
2000,CMS.994,0,CMS,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
2001,CMS.995,0,CMS,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
2002,CMS.THG,0,CMS,Permission of advisor,"['Fall', 'IAP', 'Summer', 'Spring']"
2003,CMS.THT,6,CMS,Permission of advisor,"['Fall', 'IAP', 'Summer', 'Spring']"
2004,CMS.THU,0,CMS,CMS.THT,"['Fall', 'IAP', 'Summer', 'Spring']"
2005,CMS.UR,0,CMS,,"['Fall', 'IAP', 'Summer', 'Spring']"
2006,CMS.URG,0,CMS,,"['Fall', 'IAP', 'Summer', 'Spring']"
2007,CSB.110,12,CSB,Permission of instructor,"['Fall', 'Spring']"
2008,CSB.190,0,CSB,Permission of instructor,"['Fall', 'Summer', 'Spring']"
2009,CSB.199,0,CSB,Permission of instructor,"['Fall', 'IAP', 'Spring']"
2010,CSB.THG,0,CSB,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
2011,EC.050,6,EC,,"['Fall', 'IAP', 'Spring']"
2012,EC.075,6,EC,,['Spring']
2013,EC.090,6,EC,,"['Fall', 'IAP', 'Spring']"
2014,EC.120,6,EC,,"['Fall', 'Spring']"
2015,EC.310,9,EC,,['Spring']
2016,EC.711,12,EC,,['Spring']
2017,EC.715,12,EC,,['Spring']
2018,EC.719,12,EC,,['Spring']
2019,EC.720,12,EC,2.670 or permission of instructor,['Spring']
2020,EC.733,12,EC,,['Spring']
2021,EC.746,9,EC,,['Spring']
2022,EC.750,12,EC,,['Spring']
2023,EC.770,0,EC,Permission of instructor,"['Fall', 'IAP', 'Spring']"
2024,EC.780,0,EC,,"['Fall', 'IAP', 'Spring']"
2025,EC.785,12,EC,,['Spring']
2026,EC.789,12,EC,,['Spring']
2027,EC.791,12,EC,,['Spring']
2028,EC.900,0,EC,,"['Fall', 'IAP', 'Spring']"
2029,EC.901,0,EC,,"['Fall', 'IAP', 'Spring']"
2030,EC.910,0,EC,,"['Fall', 'Spring']"
2031,EC.980,0,EC,,"['Fall', 'IAP', 'Spring']"
2032,EC.990,0,EC,,"['Fall', 'Spring']"
2033,EC.S01,0,EC,,['Spring']
2034,EC.S06,0,EC,,"['Fall', 'IAP', 'Spring']"
2035,EC.S12,0,EC,,['Spring']
2036,EC.UR,0,EC,,"['Fall', 'IAP', 'Spring']"
2037,EC.URG,0,EC,,"['Fall', 'IAP', 'Summer', 'Spring']"
2038,EM.413,15,EM,EM.412,['Spring']
2039,EM.426,6,EM,EM.425 or permission of instructor,['Spring']
2040,EM.428,12,EM,18.085 or permission of instructor,['Spring']
2041,EM.442,15,EM,EM.441 or permission of instructor,['Spring']
2042,EM.444,3,EM,Permission of instructor,['Spring']
2043,EM.451,0,EM,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
2044,EM.S20,0,EM,Permission of instructor,"['Fall', 'Spring']"
2045,EM.S22,0,EM,Permission of instructor,"['Fall', 'Spring']"
2046,EM.THG,0,EM,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
2047,ES.010,6,ES,,['Spring']
2048,ES.1802,12,ES,GIR:CAL1,"['Fall', 'Spring']"
2049,ES.1803,12,ES,[GIR:CAL2],"['Fall', 'Spring']"
2050,ES.201,3,ES,Permission of instructor,['Spring']
2051,ES.210,0,ES,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
2052,ES.5111,12,ES,,"['Fall', 'Spring']"
2053,ES.7013,12,ES,,['Spring']
2054,ES.802,12,ES,GIR:CAL1 and GIR:PHY1,['Spring']
2055,ES.8022,12,ES,GIR:PHY1; [GIR:CAL2],['Spring']
2056,ES.9112,12,ES,,['Spring']
2057,ES.92,6,ES,,"['Fall', 'Spring']"
2058,ES.S30,0,ES,,['Spring']
2059,ES.S40,0,ES,,['Spring']
2060,ES.S70,0,ES,,['Spring']
2061,ES.S90,0,ES,,['Spring']
2062,ES.S91,0,ES,,['Spring']
2063,ES.UR,0,ES,,"['Fall', 'IAP', 'Summer', 'Spring']"
2064,ESD.THG,0,ESD,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
2065,HST.020,6,HST,HST.030 and HST.160,['Spring']
2066,HST.021,6,HST,HST.030 and HST.160,['Spring']
2067,HST.034,16,HST,7.05 or permission of instructor,['Spring']
2068,HST.035,16,HST,7.05 or permission of instructor,['Spring']
2069,HST.060,9,HST,"GIR:BIOL, 7.05, and permission of instructor",['Spring']
2070,HST.061,9,HST,"GIR:BIOL, 7.05, and permission of instructor",['Spring']
2071,HST.080,6,HST,7.05,['Spring']
2072,HST.081,6,HST,7.05 and permission of instructor,['Spring']
2073,HST.090,15,HST,HST.030 or HST.031,['Spring']
2074,HST.091,15,HST,(HST.030 or HST.031) and permission of instructor,['Spring']
2075,HST.100,12,HST,GIR:PHY1 and 7.05,['Spring']
2076,HST.101,12,HST,"GIR:PHY1, 7.05, and permission of instructor",['Spring']
2077,HST.110,12,HST,7.05 or permission of instructor,['Spring']
2078,HST.111,12,HST,7.05 and permission of instructor,['Spring']
2079,HST.150,12,HST,"GIR:BIOL, GIR:PHY1, and 7.05","['IAP', 'Spring']"
2080,HST.151,12,HST,"GIR:BIOL, GIR:PHY1, and 7.05","['IAP', 'Spring']"
2081,HST.194,2,HST,HST.190,"['IAP', 'Spring']"
2082,HST.195,2,HST,HST.190,"['IAP', 'Spring']"
2083,HST.196,0,HST,,"['Fall', 'IAP', 'Summer', 'Spring']"
2084,HST.198,0,HST,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
2085,HST.199,10,HST,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
2086,HST.200,40,HST,Permission of instructor,"['IAP', 'Spring']"
2087,HST.202,20,HST,HST.201,"['IAP', 'Summer', 'Spring']"
2088,HST.220,3,HST,Permission of instructor,['Spring']
2089,HST.240,12,HST,HST.035,"['Fall', 'Summer', 'Spring']"
2090,HST.438,3,HST,,['Spring']
2091,HST.439,3,HST,,['Spring']
2092,HST.460,12,HST,Permission of instructor,['Spring']
2093,HST.500,12,HST,,['Spring']
2094,HST.504,12,HST,"6.047, 18.417, or permission of instructor",['Spring']
2095,HST.506,12,HST,GIR:BIOL and (18.600 or 6.041),['Spring']
2096,HST.524,12,HST,"(GIR:BIOL, GIR:CHEM, and GIR:PHY1) or permission of instructor",['Spring']
2097,HST.533,6,HST,18.06,['Spring']
2098,HST.538,12,HST,GIR:BIOL and (1.000 or 6.0002),['Spring']
2099,HST.539,12,HST,"5.13, 5.60, and (5.07 or 7.05)",['Spring']
2100,HST.542,12,HST,"GIR:PHY2, 18.03, or permission of instructor",['Spring']
2101,HST.562,12,HST,,['Spring']
2102,HST.584,15,HST,Permission of instructor,['Spring']
2103,HST.590,1,HST,,"['Fall', 'Spring']"
2104,HST.599,0,HST,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
2105,HST.723,12,HST,Permission of instructor,['Spring']
2106,HST.918,6,HST,,['Spring']
2107,HST.936,3,HST,,['Spring']
2108,HST.937,6,HST,,['Spring']
2109,HST.938,12,HST,,['Spring']
2110,HST.956,12,HST,"6.034, 6.036, 6.438, 6.806, 6.867, or 9.520",['Spring']
2111,HST.962,4,HST,Permission of instructor,['Spring']
2112,HST.971,9,HST,,['Spring']
2113,HST.978,12,HST,,['Spring']
2114,HST.999,0,HST,,"['Fall', 'IAP', 'Summer', 'Spring']"
2115,HST.S98,0,HST,Permission of instructor,"['Fall', 'Spring']"
2116,HST.THG,0,HST,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
2117,HST.UR,0,HST,,"['Fall', 'IAP', 'Summer', 'Spring']"
2118,HST.URG,0,HST,,"['Fall', 'IAP', 'Summer', 'Spring']"
2119,IDS.012,12,IDS,"((2.087, 6.0002, 6.01, 18.03, or 18.06) and (6.008, 6.041, 14.30, 16.09, or 18.05)) or permission of instructor",['Spring']
2120,IDS.013,12,IDS,6.041B or 15.0791,['Spring']
2121,IDS.014,12,IDS,6.041 or 18.600,"['Fall', 'Spring']"
2122,IDS.055,12,IDS,,['Spring']
2123,IDS.060,12,IDS,,['Spring']
2124,IDS.131,12,IDS,"((2.087, 6.0002, 6.01, 18.03, or 18.06) and (6.008, 6.041, 14.30, 16.09, or 18.05)) or permission of instructor",['Spring']
2125,IDS.147,12,IDS,Permission of instructor,['Spring']
2126,IDS.160,12,IDS,"(6.436, 18.06, and 18.6501) or permission of instructor",['Spring']
2127,IDS.250,12,IDS,(6.436 and (6.251 or 6.251)) or permission of instructor,['Spring']
2128,IDS.305,6,IDS,Permission of instructor,['Spring']
2129,IDS.330,6,IDS,IDS.333 or permission of instructor,['Spring']
2130,IDS.336,12,IDS,Permission of instructor,['Spring']
2131,IDS.338,12,IDS,18.085 or permission of instructor,['Spring']
2132,IDS.339,12,IDS,16.851 or permission of instructor,['Spring']
2133,IDS.341,12,IDS,Permission of instructor,['Spring']
2134,IDS.412,12,IDS,Permission of instructor,['Spring']
2135,IDS.449,3,IDS,IDS.411 or permission of instructor,"['Fall', 'Spring']"
2136,IDS.521,12,IDS,Permission of instructor,['Spring']
2137,IDS.540,12,IDS,,['Spring']
2138,IDS.700,12,IDS,6.041B or 18.600,['Spring']
2139,IDS.720,6,IDS,,['Spring']
2140,IDS.735,6,IDS,15.761 or SCM.260,['Spring']
2141,IDS.736,6,IDS,"15.761, 15.778, or SCM.260",['Spring']
2142,IDS.950,0,IDS,Permission of IDSS Academic Office,"['Fall', 'IAP', 'Summer', 'Spring']"
2143,IDS.951,0,IDS,Permission of TPP Education Office,"['Fall', 'IAP', 'Summer', 'Spring']"
2144,IDS.955,0,IDS,,"['Fall', 'IAP', 'Summer', 'Spring']"
2145,IDS.956,0,IDS,,"['Fall', 'IAP', 'Summer', 'Spring']"
2146,IDS.960,0,IDS,,"['Fall', 'IAP', 'Spring']"
2147,IDS.961,0,IDS,,"['Fall', 'IAP', 'Spring']"
2148,IDS.970,0,IDS,,"['Fall', 'Summer', 'Spring']"
2149,IDS.971,0,IDS,,"['Fall', 'Summer', 'Spring']"
2150,IDS.S01,0,IDS,Permission of instructor,['Spring']
2151,IDS.THG,0,IDS,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
2152,IDS.UR,0,IDS,,"['Fall', 'IAP', 'Summer', 'Spring']"
2153,IDS.URG,0,IDS,,"['Fall', 'IAP', 'Summer', 'Spring']"
2154,MAS.241,9,MAS,,['Spring']
2155,MAS.453,12,MAS,6.033 or permission of instructor,['Spring']
2156,MAS.490,0,MAS,Permission of instructor,"['Fall', 'Spring']"
2157,MAS.491,0,MAS,Permission of instructor,"['Fall', 'Spring']"
2158,MAS.664,9,MAS,,['Spring']
2159,MAS.690,0,MAS,Permission of instructor,"['Fall', 'Spring']"
2160,MAS.712,6,MAS,Permission of instructor,['Spring']
2161,MAS.713,6,MAS,MAS.712 and permission of instructor,['Spring']
2162,MAS.741,9,MAS,Permission of instructor,['Spring']
2163,MAS.790,0,MAS,Permission of instructor,"['Fall', 'Spring']"
2164,MAS.810,12,MAS,MAS.809 and permission of instructor,['Spring']
2165,MAS.859,6,MAS,,['Spring']
2166,MAS.865,12,MAS,MAS.863,['Spring']
2167,MAS.890,0,MAS,Permission of instructor,"['Fall', 'Spring']"
2168,MAS.910,0,MAS,Permission of instructor,"['Fall', 'Summer', 'Spring']"
2169,MAS.912,0,MAS,,"['Fall', 'Spring']"
2170,MAS.914,1,MAS,Permission of instructor,"['Fall', 'Summer', 'Spring']"
2171,MAS.915,1,MAS,Permission of instructor,"['Fall', 'Summer', 'Spring']"
2172,MAS.940,3,MAS,Permission of instructor,['Spring']
2173,MAS.945,12,MAS,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
2174,MAS.950,0,MAS,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
2175,MAS.S60,0,MAS,Permission of instructor,"['Fall', 'Spring']"
2176,MAS.S61,0,MAS,Permission of instructor,"['Fall', 'Spring']"
2177,MAS.S62,0,MAS,Permission of instructor,"['Fall', 'Spring']"
2178,MAS.S63,0,MAS,Permission of instructor,"['Fall', 'Spring']"
2179,MAS.S65,0,MAS,Permission of instructor,"['Fall', 'Spring']"
2180,MAS.S66,0,MAS,Permission of instructor,"['Fall', 'Spring']"
2181,MAS.S67,0,MAS,Permission of instructor,"['Fall', 'Spring']"
2182,MAS.S68,0,MAS,Permission of instructor,"['Fall', 'Spring']"
2183,MAS.S69,0,MAS,Permission of instructor,['Spring']
2184,MAS.S72,0,MAS,Permission of instructor,"['Fall', 'Spring']"
2185,MAS.S76,0,MAS,Permission of instructor,"['Fall', 'Spring']"
2186,MAS.THG,0,MAS,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
2187,MAS.UR,0,MAS,,"['Fall', 'IAP', 'Summer', 'Spring']"
2188,MAS.URG,0,MAS,,"['Fall', 'IAP', 'Summer', 'Spring']"
2189,MS.101,6,MS,[MS.102],"['Fall', 'Spring']"
2190,MS.102,6,MS,[MS.101],"['Fall', 'Spring']"
2191,MS.110,6,MS,,['Spring']
2192,MS.202,6,MS,MS.201 or permission of instructor,['Spring']
2193,MS.302,12,MS,MS.301 or permission of instructor,['Spring']
2194,MS.402,12,MS,MS.401,['Spring']
2195,NS.100,4,NS,,"['Fall', 'Spring']"
2196,NS.12,9,NS,,['Spring']
2197,NS.200,4,NS,,"['Fall', 'Spring']"
2198,NS.22,9,NS,,['Spring']
2199,NS.300,6,NS,,"['Fall', 'Spring']"
2200,NS.32,9,NS,NS.31 or permission of instructor,['Spring']
2201,NS.400,6,NS,,"['Fall', 'Spring']"
2202,NS.42,9,NS,NS.21,['Spring']
2203,NS.43,9,NS,,['Spring']
2204,OR.THG,0,OR,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
2205,OR.THP,0,OR,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
2206,RED.THG,0,RED,Permission of instructor,"['Fall', 'IAP', 'Summer', 'Spring']"
2207,SCM.251,9,SCM,[SCM.260]; or permission of instructor,"['Fall', 'Spring']"
2208,SCM.253,3,SCM,Permission of instructor,['Spring']
2209,SCM.256,12,SCM,SCM.254 or permission of instructor,['Spring']
2210,SCM.261,9,SCM,Permission of instructor,['Spring']
2211,SCM.263,3,SCM,,['Spring']
2212,SCM.266,6,SCM,SCM.260,['Spring']
2213,SCM.281,1,SCM,,['Spring']
2214,SCM.283,6,SCM,,['Spring']
2215,SCM.284,6,SCM,SCM.283,['Spring']
2216,SCM.290,6,SCM,,['Spring']
2217,SCM.291,6,SCM,,['Spring']
2218,SCM.293,6,SCM,SCM.254 or permission of instructor,['Spring']
2219,SCM.294,6,SCM,,"['Fall', 'Spring']"
2220,SCM.302,0,SCM,,['Spring']
2221,SCM.800,0,SCM,,"['Fall', 'IAP', 'Summer', 'Spring']"
2222,SCM.S90,0,SCM,,['Spring']
2223,SCM.S91,0,SCM,,['Spring']
2224,SCM.S94,0,SCM,,['Spring']
2225,SCM.S95,0,SCM,,['Spring']
2226,SCM.THG,0,SCM,,"['Fall', 'IAP', 'Summer', 'Spring']"
2227,SCM.UR,0,SCM,,"['Fall', 'IAP', 'Summer', 'Spring']"
2228,SCM.URG,0,SCM,,"['Fall', 'IAP', 'Summer', 'Spring']"
2229,SDM.THG,0,SDM,Permission of instructor,"['Fall', 'Summer', 'Spring']"
2230,SP.248,3,SP,,"['Fall', 'Spring']"
2231,SP.251,3,SP,,"['Fall', 'Spring']"
2232,SP.254,3,SP,,['Spring']
2233,SP.256,3,SP,,['Spring']
2234,SP.35UR,0,SP,,"['Fall', 'IAP', 'Summer', 'Spring']"
2235,SP.360,12,SP,,['Spring']
2236,SP.3S50,0,SP,Permission of instructor,"['Fall', 'Spring']"
2237,STS.004,12,STS,,['Spring']
2238,STS.011,12,STS,,['Spring']
2239,STS.012,12,STS,,['Spring']
2240,STS.022,12,STS,,['Spring']
2241,STS.023,12,STS,,['Spring']
2242,STS.027,12,STS,Permission of instructor,['Spring']
2243,STS.030,12,STS,,['Spring']
2244,STS.031,12,STS,,['Spring']
2245,STS.047,12,STS,,['Spring']
2246,STS.048,12,STS,,['Spring']
2247,STS.065,12,STS,,['Spring']
2248,STS.075,9,STS,,"['Fall', 'Spring']"
2249,STS.082,12,STS,,['Spring']
2250,STS.088,12,STS,,['Spring']
2251,STS.095,0,STS,Permission of instructor,"['Fall', 'IAP', 'Spring']"
2252,STS.096,0,STS,,"['Fall', 'IAP', 'Spring']"
2253,STS.250,12,STS,,['Spring']
2254,STS.320,12,STS,Permission of instructor,['Spring']
2255,STS.412,12,STS,,['Spring']
2256,STS.417,12,STS,,['Spring']
2257,STS.424,12,STS,,['Spring']
2258,STS.427,12,STS,,['Spring']
2259,STS.462,12,STS,,['Spring']
